objective_version,instance_signature,population_size,mutation_rate,stagnation_k,seed,fitness,generations,elapsed_s
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,185,0.050751060581284355,36,99,0.017407788659,93,299.931
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,185,0.05010445865020261,36,0,0.016599170144,69,237.249
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,185,0.05010445865020261,36,42,0.034783623541,69,243.565
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,185,0.05010445865020261,36,99,0.006632746981,75,251.245
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,190,0.052911127095866275,32,0,-0.018052415696,74,538.471
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,190,0.052911127095866275,32,42,0.038809295438,63,659.058
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,190,0.052911127095866275,32,99,0.026620590104,77,793.876
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,181,0.056348818198375415,33,0,-0.011253123708,81,592.321
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,181,0.056348818198375415,33,42,0.048313682362,59,552.564
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,181,0.056348818198375415,33,99,0.021477129221,86,770.634
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,192,0.051622003681347284,37,0,0.014857290427,83,818.423
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,192,0.051622003681347284,37,42,0.006724073250,72,714.577
normalised_v2_l1_l2_finishing,Inputs_EmpresaX.xlsx:56099:1781352793658301500,192,0.051622003681347284,37,99,0.019086277481,66,626.002
